26,湯本地域,須雲川、畑宿,本陣前バス停留所前,神奈川県足柄下郡箱根町畑宿227,35.213261,139.063861,"http://maps.google.co.jp/maps?daddr=35.213261,139.063861"
27,湯本地域,須雲川、畑宿,畑の茶屋前,神奈川県足柄下郡箱根町畑宿173,35.2117126,139.0625865,"http://maps.google.co.jp/maps?daddr=35.2117126,139.0625865"
28,湯本地域,須雲川、畑宿,畑宿寄木会館駐車場,神奈川県足柄下郡箱根町畑宿103,35.213112,139.062844,"http://maps.google.co.jp/maps?daddr=35.213112,139.062844"
29,湯本地域,塔之澤,環翠楼駐車場,神奈川県足柄下郡箱根町塔之澤88,35.232742,139.092899,"http://maps.google.co.jp/maps?daddr=35.232742,139.092899"
30,湯本地域,塔之澤,よきや駐車場,神奈川県足柄下郡箱根町塔之澤81,35.232946,139.093847,"http://maps.google.co.jp/maps?daddr=35.232946,139.093847"
31,温泉地域,宮ノ下,富士屋ホテルピコット下駐車場,神奈川県足柄下郡箱根町宮ﾉ下359,35.244387,139.059605,"http://maps.google.co.jp/maps?daddr=35.244387,139.059605"
32,温泉地域,宮ノ下,温泉幼稚園園庭,神奈川県足柄下郡箱根町宮ﾉ下413,35.2425791,139.0577677,"http://maps.google.co.jp/maps?daddr=35.2425791,139.0577677"
33,温泉地域,宮ノ下,八千代橋横防災倉庫前,神奈川県足柄下郡箱根町底倉558,35.245188,139.057062,"http://maps.google.co.jp/maps?daddr=35.245188,139.057062"
34,温泉地域,宮ノ下,旧朝日生命木賀の里,神奈川県足柄下郡箱根町木賀,35.2476292,139.0529487,"http://maps.google.co.jp/maps?daddr=35.2476292,139.0529487"
35,温泉地域,大平台,石原公園,神奈川県足柄下郡箱根町大平台字石原542-1,35.23675779,139.0746169,"http://maps.google.co.jp/maps?daddr=35.23675779,139.0746169"
36,温泉地域,大平台,大平台ふれあい広場,神奈川県足柄下郡箱根町大平台353,35.2381996,139.0741433,"http://maps.google.co.jp/maps?daddr=35.2381996,139.0741433"
37,温泉地域,小涌谷,恵明学園広場,神奈川県足柄下郡箱根町小涌谷439-2,35.2309753,139.0505457,"http://maps.google.co.jp/maps?daddr=35.2309753,139.0505457"
38,温泉地域,小涌谷,蓬莱園,神奈川県足柄下郡箱根町小涌谷503,35.237008,139.046651,"http://maps.google.co.jp/maps?daddr=35.237008,139.046651"
39,温泉地域,小涌谷,小涌谷駅前広場,神奈川県足柄下郡箱根町小涌谷466-6,35.240413,139.052857,"http://maps.google.co.jp/maps?daddr=35.240413,139.052857"
40,温泉地域,小涌谷,岡田広場,神奈川県足柄下郡箱根町小涌谷451,35.23872,139.052029,"http://maps.google.co.jp/maps?daddr=35.23872,139.052029"
41,宮城野地域,うすい,ホームセンターヤマダ駐車場,神奈川県足柄下郡箱根町宮城野842,35.256527,139.047061,"http://maps.google.co.jp/maps?daddr=35.256527,139.047061"
42,宮城野地域,さくら,上河原公園,足柄下郡箱根町宮城野921,35.254983,139.048331,"http://maps.google.co.jp/maps?daddr=35.254983,139.048331"
43,宮城野地域,さくら,諏訪神社前児童公園,神奈川県足柄下郡箱根町宮城野,35.25773,139.049814,"http://maps.google.co.jp/maps?daddr=35.25773,139.049814"
44,宮城野地域,さくら,勝俣隆弘氏宅隣畑,神奈川県足柄下郡箱根町宮城野502,35.257201,139.0499213,"http://maps.google.co.jp/maps?daddr=35.257201,139.0499213"
46,宮城野地域,さくら,斎藤賢昭氏宅前空地,神奈川県足柄下郡箱根町宮城野387,35.255906,139.051096,"http://maps.google.co.jp/maps?daddr=35.255906,139.051096"
47,宮城野地域,さくら,勝俣信治氏宅隣空地,神奈川県足柄下郡箱根町宮城野585,35.254822,139.050311,"http://maps.google.co.jp/maps?daddr=35.254822,139.050311"
49,宮城野地域,さくら,自笑園事務所前駐車場,神奈川県足柄下郡箱根町宮城野342,35.254885,139.051723,"http://maps.google.co.jp/maps?daddr=35.254885,139.051723"
51,宮城野地域,あずま,宝珠院駐車場,神奈川県足柄下郡箱根町宮城野298,35.253806,139.051866,"http://maps.google.co.jp/maps?daddr=35.253806,139.051866"
52,宮城野地域,あずま,セブンイレブン宮城野店駐車場,神奈川県足柄下郡箱根町宮城野61,35.253853,139.050752,"http://maps.google.co.jp/maps?daddr=35.253853,139.050752"
53,宮城野地域,あずま,箱根の森小学校校庭,神奈川県足柄下郡箱根町宮城野225,35.253402,139.054761,"http://maps.google.co.jp/maps?daddr=35.253402,139.054761"
54,宮城野地域,あずま,旧県立城内高校箱根分校跡地,神奈川県足柄下郡箱根町宮城野137,35.253689,139.051157,"http://maps.google.co.jp/maps?daddr=35.253689,139.051157"
55,宮城野地域,あずま,宮城野保育園園庭,神奈川県足柄下郡箱根町宮城野102-1,35.252916,139.051888,"http://maps.google.co.jp/maps?daddr=35.252916,139.051888"
58,宮城野地域,強羅,強羅駅前及び駅下広場,神奈川県足柄下郡箱根町強羅1300-329,35.250388,139.048222,"http://maps.google.co.jp/maps?daddr=35.250388,139.048222"
59,宮城野地域,強羅,強羅公園駐車場,神奈川県足柄下郡 箱根町強羅1300,35.249026,139.0458,"http://maps.google.co.jp/maps?daddr=35.249026,139.0458"
60,宮城野地域,強羅,帝京大学セミナーハウス駐車場,神奈川県足柄下郡箱根町強羅1300-30,35.248327,139.047388,"http://maps.google.co.jp/maps?daddr=35.248327,139.047388"
61,宮城野地域,強羅,世界救世教駐車場,神奈川県足柄下郡箱根町強羅,35.250049,139.042984,"http://maps.google.co.jp/maps?daddr=35.250049,139.042984"
62,宮城野地域,強羅,横浜ゴム健康保険組合箱根保養所駐車場,神奈川県足柄下郡箱根強羅1322,
63,宮城野地域,強羅,白百合学園上・下校庭,神奈川県足柄下郡箱根町1320-203,35.251706,139.047164,"http://maps.google.co.jp/maps?daddr=35.251706,139.047164"
64,宮城野地域,強羅,向山公園広場,箱根町強羅字向山1320-670,35.250167,139.047693,"http://maps.google.co.jp/maps?daddr=35.250167,139.047693"
66,宮城野地域,強羅,強羅こもれび坂,神奈川県足柄下郡箱根町強羅,35.252018,139.035275,"http://maps.google.co.jp/maps?daddr=35.252018,139.035275"
67,宮城野地域,二ノ平,二ノ平自治会館前,神奈川県足柄下郡箱根町二ﾉ平1114,35.243413,139.049837,"http://maps.google.co.jp/maps?daddr=35.243413,139.049837"
68,宮城野地域,二ノ平,彫刻の森駅前,神奈川県足柄下郡箱根町二ﾉ平1204-6,35.24639,139.050796,"http://maps.google.co.jp/maps?daddr=35.24639,139.050796"
69,宮城野地域,二ノ平,ユネッサン第2駐車場,神奈川県足柄下郡箱根町二ﾉ平1297,35.243543,139.044166,"http://maps.google.co.jp/maps?daddr=35.243543,139.044166"
70,宮城野地域,二ノ平,箱根中学校校庭,神奈川県足柄下郡箱根町二ﾉ平1154,35.245562,139.050237,"http://maps.google.co.jp/maps?daddr=35.245562,139.050237"
71,仙石原地域,上向,喜多方ラーメン蔵一前広場,神奈川県足柄下郡箱根町仙石原286,35.274348,139.009462,"http://maps.google.co.jp/maps?daddr=35.274348,139.009462"
73,仙石原地域,上向,富士屋ホテル仙石ゴルフコースクラブハウス前駐車場,神奈川県足柄下郡箱根町仙石原1237,35.27397,138.992792,"http://maps.google.co.jp/maps?daddr=35.27397,138.992792"
74,仙石原地域,上向,唐沢公園,足柄下郡箱根町仙石原1160,35.271999,139.001989,"http://maps.google.co.jp/maps?daddr=35.271999,139.001989"
75,仙石原地域,中筋,勝俣伸一氏所有駐車場,奈川県足柄下郡箱根町仙石原223,35.271246,139.009662,"http://maps.google.co.jp/maps?daddr=35.271246,139.009662"
76,仙石原地域,下向,長安寺前,神奈川県足柄下郡箱根町仙石原82,35.273138,139.012597,"http://maps.google.co.jp/maps?daddr=35.273138,139.012597"
77,仙石原地域,下向,旧仙石原保育園園庭,神奈川県足柄下郡箱根町仙石原106,35.273121,139.0107219,"http://maps.google.co.jp/maps?daddr=35.273121,139.0107219"
78,仙石原地域,下向,小塚電通仙石寮前,神奈川県足柄下郡箱根町仙石原1285-356,35.26080457,139.0194182,"http://maps.google.co.jp/maps?daddr=35.26080457,139.0194182"
79,仙石原地域,下向,ガラスの森第2駐車場,神奈川県足柄下郡箱根町仙石原1286-19,35.266529,139.020271,"http://maps.google.co.jp/maps?daddr=35.266529,139.020271"
80,仙石原地域,下向,仙石原小学校校庭,神奈川県足柄下郡箱根町仙石原981,35.271126,139.015188,"http://maps.google.co.jp/maps?daddr=35.271126,139.015188"
81,仙石原地域,川向,仙石原公園,神奈川県 足柄下郡 箱根町 仙石原842,35.269276,139.010977,"http://maps.google.co.jp/maps?daddr=35.269276,139.010977"
82,仙石原地域,川向,仙郷楼前（スナックアロン跡）駐車場,神奈川県足柄下郡箱根町仙石原1284,35.264467,139.013738,"http://maps.google.co.jp/maps?daddr=35.264467,139.013738"
83,仙石原地域,大原,仙石原地域スポーツ施設運動場,神奈川県足柄下郡箱根町仙石原817,35.26547227,139.0098107,"http://maps.google.co.jp/maps?daddr=35.26547227,139.0098107"
86,仙石原地域,イタリ,第9分団詰所横駐車場,神奈川県足柄下郡箱根町仙石原1245-454,35.247836,139.000905,"http://maps.google.co.jp/maps?daddr=35.247836,139.000905"
87,仙石原地域,湖尻,湖尻集団施設地区運動広場,神奈川県足柄下郡箱根町元箱根164-1,35.2420531,139.0009006,"http://maps.google.co.jp/maps?daddr=35.2420531,139.0009006"
89,仙石原地域,湖尻,県無料駐車場（桃源台）],神奈川県足柄下郡箱根町元箱根164,35.238305,138.994338,"http://maps.google.co.jp/maps?daddr=35.238305,138.994338"
90,仙石原地域,大涌谷下湯,箱根温泉供給（株）前駐車場,神奈川県足柄下郡箱根町仙石原1251-1,35.250351,139.026278,"http://maps.google.co.jp/maps?daddr=35.250351,139.026278"
91,仙石原地域,大涌谷下湯,万岳楼前広場,神奈川県足柄下郡箱根町仙石原1251,35.252679,139.027891,"http://maps.google.co.jp/maps?daddr=35.252679,139.027891"
92,仙石原地域,温泉荘,パレスホテル箱根前広場,神奈川県足柄下郡箱根町仙石原1245,35.247061,138.997227,"http://maps.google.co.jp/maps?daddr=35.247061,138.997227"
94,仙石原地域,温泉荘,ホテルグリーンプラザ箱根広場,神奈川県足柄下郡箱根町仙石原1245-10,35.24576,139.006862,"http://maps.google.co.jp/maps?daddr=35.24576,139.006862"
95,仙石原地域,温泉荘,キャノン保養所前,神奈川県足柄下郡箱根町仙石原1245-80,35.2478018,139.0008983,"http://maps.google.co.jp/maps?daddr=35.2478018,139.0008983"
97,箱根地域,箱根西区,芦川町広場,神奈川県足柄下郡箱根町箱根259,35.18772,139.0222,"http://maps.google.co.jp/maps?daddr=35.18772,139.0222"
98,箱根地域,箱根西区,箱根集会所駐車場,神奈川県足柄下郡箱根町箱根221,35.188304,139.02535,"http://maps.google.co.jp/maps?daddr=35.188304,139.02535"
99,箱根地域,箱根東区,小田原町公園,箱根町箱根字小田原町136-1,35.1909863,139.0264498,"http://maps.google.co.jp/maps?daddr=35.1909863,139.0264498"
100,箱根地域,箱根東区,県営駐車場及び苑地,神奈川県足柄下郡箱根町箱根317-3,35.189229,139.023727,"http://maps.google.co.jp/maps?daddr=35.189229,139.023727"
102,箱根地域,元箱根富士見,湖畔伊豆箱根船舶広場,神奈川県足柄下郡箱根町元箱根,35.201406,139.030802,"http://maps.google.co.jp/maps?daddr=35.201406,139.030802"
103,箱根地域,元箱根富士見,賽之河原駐車場広場,神奈川県足柄下郡箱根町元箱根9,35.201419,139.030808,"http://maps.google.co.jp/maps?daddr=35.201419,139.030808"
104,箱根地域,坂下,戸田宅跡地駐車場,神奈川県足柄下郡箱根町元箱根107-2,35.203759,139.032851,"http://maps.google.co.jp/maps?daddr=35.203759,139.032851"
105,箱根地域,神戸,神社前園地広場,神奈川県足柄下郡箱根町元箱根78-7,35.204378,139.029049,"http://maps.google.co.jp/maps?daddr=35.204378,139.029049"
108,箱根地域,神戸,元箱根集会所前,神奈川県足柄下郡箱根町元箱根63,35.204151,139.030873,"http://maps.google.co.jp/maps?daddr=35.204151,139.030873"
110,箱根地域,駒ヶ岳,箱根グリーンハイツテニスコート,神奈川県足柄下郡箱根町元箱根103-302,35.209538,139.034963,"http://maps.google.co.jp/maps?daddr=35.209538,139.034963"
111,箱根地域,芦之湯,阿字ヶ池園地,神奈川県足柄下郡箱根町芦之湯,35.222472,139.043023,"http://maps.google.co.jp/maps?daddr=35.222472,139.043023"
112,箱根地域,芦之湯,湯の花ゴルフ場,"神奈川県足柄下郡箱根町元箱根
駐車場",35.226222,139.037037,"http://maps.google.co.jp/maps?daddr=35.226222,139.037037"
113,箱根地域,地区指定無し,箱根地域スポーツ施設運動場,神奈川県足柄下郡箱根町箱根561,35.19821555,139.0299909,"http://maps.google.co.jp/maps?daddr=35.19821555,139.0299909"
,
,
,
